# out_png spp bounces  camx camy camz  tgtx tgty tgtz
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0029.png 8 2 2.6115 -1.9003 1.0569 3.5583 -2.2067 0.9585
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0029.png 256 2 2.6115 -1.9003 1.0569 3.5583 -2.2067 0.9585
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0030.png 8 2 1.6611 -3.7825 0.8235 2.6413 -3.7644 0.6263
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0030.png 256 2 1.6611 -3.7825 0.8235 2.6413 -3.7644 0.6263
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0031.png 8 2 2.8297 -1.2930 0.9436 3.7797 -1.5689 0.7977
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0031.png 256 2 2.8297 -1.2930 0.9436 3.7797 -1.5689 0.7977
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0032.png 8 2 3.0044 -1.9011 0.6561 3.8995 -1.4965 0.8433
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0032.png 256 2 3.0044 -1.9011 0.6561 3.8995 -1.4965 0.8433
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0033.png 8 2 3.1383 -1.5942 1.0082 4.0762 -1.8836 0.8168
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0033.png 256 2 3.1383 -1.5942 1.0082 4.0762 -1.8836 0.8168
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0034.png 8 2 1.0154 -2.7805 0.8511 1.9589 -2.4907 1.0114
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0034.png 256 2 1.0154 -2.7805 0.8511 1.9589 -2.4907 1.0114
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0035.png 8 2 3.5154 -1.4986 0.8178 4.5121 -1.5785 0.8006
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0035.png 256 2 3.5154 -1.4986 0.8178 4.5121 -1.5785 0.8006
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0036.png 8 2 2.2808 -3.3863 1.2603 3.1925 -3.7940 1.2094
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0036.png 256 2 2.2808 -3.3863 1.2603 3.1925 -3.7940 1.2094
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0037.png 8 2 3.6725 -2.4188 0.6719 4.6200 -2.7374 0.6450
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0037.png 256 2 3.6725 -2.4188 0.6719 4.6200 -2.7374 0.6450
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0038.png 8 2 2.9368 -0.7331 0.6728 3.8398 -0.3044 0.6431
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0038.png 256 2 2.9368 -0.7331 0.6728 3.8398 -0.3044 0.6431
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0039.png 8 2 1.0784 -2.4405 0.5135 1.9314 -1.9489 0.6885
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0039.png 256 2 1.0784 -2.4405 0.5135 1.9314 -1.9489 0.6885
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0040.png 8 2 5.2928 -2.8521 1.1520 6.2323 -3.1944 1.1444
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0040.png 256 2 5.2928 -2.8521 1.1520 6.2323 -3.1944 1.1444
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0041.png 8 2 2.6906 -1.4596 0.5199 3.6507 -1.5820 0.7713
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0041.png 256 2 2.6906 -1.4596 0.5199 3.6507 -1.5820 0.7713
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0042.png 8 2 3.2658 -2.4188 0.8370 4.2341 -2.4970 1.0742
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0042.png 256 2 3.2658 -2.4188 0.8370 4.2341 -2.4970 1.0742
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0043.png 8 2 0.7876 -2.6251 1.0477 1.7177 -2.9768 0.9415
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0043.png 256 2 0.7876 -2.6251 1.0477 1.7177 -2.9768 0.9415
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0044.png 8 2 0.9968 -2.9266 0.9068 1.9374 -2.6767 0.6770
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0044.png 256 2 0.9968 -2.9266 0.9068 1.9374 -2.6767 0.6770
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0045.png 8 2 1.6648 -1.7970 1.1552 2.5740 -2.1380 1.3941
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0045.png 256 2 1.6648 -1.7970 1.1552 2.5740 -2.1380 1.3941
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0046.png 8 2 3.2036 -1.5867 0.9490 4.1773 -1.4060 0.8108
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0046.png 256 2 3.2036 -1.5867 0.9490 4.1773 -1.4060 0.8108
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0047.png 8 2 3.3563 -1.9615 0.6700 4.3494 -1.8629 0.7324
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0047.png 256 2 3.3563 -1.9615 0.6700 4.3494 -1.8629 0.7324
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0048.png 8 2 2.2184 -2.2968 0.8912 3.1059 -1.8624 0.7370
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0048.png 256 2 2.2184 -2.2968 0.8912 3.1059 -1.8624 0.7370
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/noisy/0049.png 8 2 3.2522 0.0151 0.7896 4.2306 0.1929 0.6851
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_gb/clean/0049.png 256 2 3.2522 0.0151 0.7896 4.2306 0.1929 0.6851
