# out_png spp bounces  camx camy camz  tgtx tgty tgtz
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0031.png 8 2 3.6801 -1.5578 1.2622 4.6301 -1.8337 1.1162
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0031.png 256 2 3.6801 -1.5578 1.2622 4.6301 -1.8337 1.1162
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0032.png 8 2 3.8548 -2.1659 0.9747 4.7499 -1.7613 1.1619
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0032.png 256 2 3.8548 -2.1659 0.9747 4.7499 -1.7613 1.1619
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0033.png 8 2 3.9887 -1.8591 1.3267 4.9266 -2.1484 1.1354
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0033.png 256 2 3.9887 -1.8591 1.3267 4.9266 -2.1484 1.1354
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0034.png 8 2 1.8658 -3.0454 1.1697 2.8093 -2.7555 1.3300
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0034.png 256 2 1.8658 -3.0454 1.1697 2.8093 -2.7555 1.3300
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0035.png 8 2 4.3658 -1.7634 1.1364 5.3625 -1.8433 1.1191
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0035.png 256 2 4.3658 -1.7634 1.1364 5.3625 -1.8433 1.1191
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0036.png 8 2 3.1312 -3.6512 1.5789 4.0429 -4.0589 1.5279
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0036.png 256 2 3.1312 -3.6512 1.5789 4.0429 -4.0589 1.5279
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0037.png 8 2 4.5229 -2.6836 0.9905 5.4704 -3.0022 0.9636
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0037.png 256 2 4.5229 -2.6836 0.9905 5.4704 -3.0022 0.9636
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0038.png 8 2 3.7872 -0.9979 0.9914 4.6902 -0.5693 0.9616
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0038.png 256 2 3.7872 -0.9979 0.9914 4.6902 -0.5693 0.9616
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0039.png 8 2 1.9288 -2.7053 0.8320 2.7818 -2.2137 1.0070
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0039.png 256 2 1.9288 -2.7053 0.8320 2.7818 -2.2137 1.0070
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0040.png 8 2 6.1432 -3.1169 1.4705 7.0827 -3.4593 1.4630
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0040.png 256 2 6.1432 -3.1169 1.4705 7.0827 -3.4593 1.4630
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0041.png 8 2 3.5410 -1.7245 0.8384 4.5011 -1.8468 1.0898
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0041.png 256 2 3.5410 -1.7245 0.8384 4.5011 -1.8468 1.0898
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0042.png 8 2 4.1162 -2.6836 1.1555 5.0845 -2.7618 1.3927
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0042.png 256 2 4.1162 -2.6836 1.1555 5.0845 -2.7618 1.3927
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0043.png 8 2 1.6380 -2.8900 1.3663 2.5681 -3.2417 1.2600
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0043.png 256 2 1.6380 -2.8900 1.3663 2.5681 -3.2417 1.2600
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0044.png 8 2 1.8472 -3.1915 1.2253 2.7878 -2.9416 0.9955
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0044.png 256 2 1.8472 -3.1915 1.2253 2.7878 -2.9416 0.9955
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0045.png 8 2 2.5152 -2.0619 1.4737 3.4244 -2.4028 1.7126
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0045.png 256 2 2.5152 -2.0619 1.4737 3.4244 -2.4028 1.7126
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0046.png 8 2 4.0540 -1.8515 1.2676 5.0277 -1.6708 1.1294
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0046.png 256 2 4.0540 -1.8515 1.2676 5.0277 -1.6708 1.1294
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0047.png 8 2 4.2067 -2.2264 0.9885 5.1998 -2.1277 1.0510
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0047.png 256 2 4.2067 -2.2264 0.9885 5.1998 -2.1277 1.0510
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0048.png 8 2 3.0688 -2.5617 1.2098 3.9563 -2.1273 1.0555
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0048.png 256 2 3.0688 -2.5617 1.2098 3.9563 -2.1273 1.0555
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/noisy/0049.png 8 2 4.1025 -0.2498 1.1082 5.0810 -0.0719 1.0036
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data/clean/0049.png 256 2 4.1025 -0.2498 1.1082 5.0810 -0.0719 1.0036
