# out_png spp bounces  camx camy camz  tgtx tgty tgtz
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0009.png 1024 2 3.5936 -1.4258 0.6954 4.5811 -1.2846 0.6247
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0010.png 8 2 3.3579 -0.8752 0.6866 4.2525 -0.4351 0.7640
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0010.png 1024 2 3.3579 -0.8752 0.6866 4.2525 -0.4351 0.7640
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0011.png 8 2 3.8490 -0.4312 1.0563 4.7857 -0.7757 0.9932
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0011.png 1024 2 3.8490 -0.4312 1.0563 4.7857 -0.7757 0.9932
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0012.png 8 2 1.5481 -3.6770 0.9186 2.5137 -3.4879 1.0971
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0012.png 1024 2 1.5481 -3.6770 0.9186 2.5137 -3.4879 1.0971
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0013.png 8 2 3.3796 0.1523 0.4987 4.3538 -0.0383 0.3774
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0013.png 1024 2 3.3796 0.1523 0.4987 4.3538 -0.0383 0.3774
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0014.png 8 2 3.6189 -1.9561 1.1741 4.5968 -2.1483 1.2554
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0014.png 1024 2 3.6189 -1.9561 1.1741 4.5968 -2.1483 1.2554
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0015.png 8 2 3.9749 -2.2768 0.8401 4.9362 -2.5184 0.7078
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0015.png 1024 2 3.9749 -2.2768 0.8401 4.9362 -2.5184 0.7078
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0016.png 8 2 3.0127 -0.3720 0.9407 3.9259 0.0321 0.8880
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0016.png 1024 2 3.0127 -0.3720 0.9407 3.9259 0.0321 0.8880
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0017.png 8 2 3.6732 -1.7794 0.8806 4.5574 -2.1832 0.6457
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0017.png 1024 2 3.6732 -1.7794 0.8806 4.5574 -2.1832 0.6457
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0018.png 8 2 2.9341 -1.9677 1.1067 3.9049 -2.0470 0.8801
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0018.png 1024 2 2.9341 -1.9677 1.1067 3.9049 -2.0470 0.8801
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0019.png 8 2 4.0787 -1.7941 0.8963 4.9438 -1.3290 1.0841
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0019.png 1024 2 4.0787 -1.7941 0.8963 4.9438 -1.3290 1.0841
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0020.png 8 2 3.1197 -1.7991 1.0184 4.1115 -1.7607 0.8966
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0020.png 1024 2 3.1197 -1.7991 1.0184 4.1115 -1.7607 0.8966
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0021.png 8 2 4.3496 -0.7375 0.8208 5.3204 -0.7846 1.0562
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0021.png 1024 2 4.3496 -0.7375 0.8208 5.3204 -0.7846 1.0562
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0022.png 8 2 2.9410 0.4110 0.8735 3.8630 0.0885 1.0878
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0022.png 1024 2 2.9410 0.4110 0.8735 3.8630 0.0885 1.0878
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0023.png 8 2 2.4727 0.3054 0.9842 3.4499 0.4174 0.8034
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0023.png 1024 2 2.4727 0.3054 0.9842 3.4499 0.4174 0.8034
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0024.png 8 2 1.2768 -2.2377 1.0959 2.2423 -2.2070 0.8374
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0024.png 1024 2 1.2768 -2.2377 1.0959 2.2423 -2.2070 0.8374
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0025.png 8 2 3.9293 -1.6720 1.2163 4.8378 -1.2915 1.3891
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0025.png 1024 2 3.9293 -1.6720 1.2163 4.8378 -1.2915 1.3891
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0026.png 8 2 3.8434 -1.4972 1.1754 4.7149 -1.0566 0.9601
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0026.png 1024 2 3.8434 -1.4972 1.1754 4.7149 -1.0566 0.9601
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0027.png 8 2 4.2269 -1.2590 1.0815 5.1702 -0.9894 0.8881
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0027.png 1024 2 4.2269 -1.2590 1.0815 5.1702 -0.9894 0.8881
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0028.png 8 2 1.9945 -2.1367 0.6850 2.9186 -1.7568 0.6448
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0028.png 1024 2 1.9945 -2.1367 0.6850 2.9186 -1.7568 0.6448
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0029.png 8 2 2.6115 -1.9003 1.0569 3.5583 -2.2067 0.9585
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0029.png 1024 2 2.6115 -1.9003 1.0569 3.5583 -2.2067 0.9585
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0030.png 8 2 1.6611 -3.7825 0.8235 2.6413 -3.7644 0.6263
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0030.png 1024 2 1.6611 -3.7825 0.8235 2.6413 -3.7644 0.6263
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0031.png 8 2 2.8297 -1.2930 0.9436 3.7797 -1.5689 0.7977
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0031.png 1024 2 2.8297 -1.2930 0.9436 3.7797 -1.5689 0.7977
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0032.png 8 2 3.0044 -1.9011 0.6561 3.8995 -1.4965 0.8433
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0032.png 1024 2 3.0044 -1.9011 0.6561 3.8995 -1.4965 0.8433
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0033.png 8 2 3.1383 -1.5942 1.0082 4.0762 -1.8836 0.8168
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0033.png 1024 2 3.1383 -1.5942 1.0082 4.0762 -1.8836 0.8168
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0034.png 8 2 1.0154 -2.7805 0.8511 1.9589 -2.4907 1.0114
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0034.png 1024 2 1.0154 -2.7805 0.8511 1.9589 -2.4907 1.0114
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0035.png 8 2 3.5154 -1.4986 0.8178 4.5121 -1.5785 0.8006
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0035.png 1024 2 3.5154 -1.4986 0.8178 4.5121 -1.5785 0.8006
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0036.png 8 2 2.2808 -3.3863 1.2603 3.1925 -3.7940 1.2094
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0036.png 1024 2 2.2808 -3.3863 1.2603 3.1925 -3.7940 1.2094
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0037.png 8 2 3.6725 -2.4188 0.6719 4.6200 -2.7374 0.6450
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0037.png 1024 2 3.6725 -2.4188 0.6719 4.6200 -2.7374 0.6450
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0038.png 8 2 2.9368 -0.7331 0.6728 3.8398 -0.3044 0.6431
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0038.png 1024 2 2.9368 -0.7331 0.6728 3.8398 -0.3044 0.6431
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0039.png 8 2 1.0784 -2.4405 0.5135 1.9314 -1.9489 0.6885
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0039.png 1024 2 1.0784 -2.4405 0.5135 1.9314 -1.9489 0.6885
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0040.png 8 2 5.2928 -2.8521 1.1520 6.2323 -3.1944 1.1444
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0040.png 1024 2 5.2928 -2.8521 1.1520 6.2323 -3.1944 1.1444
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0041.png 8 2 2.6906 -1.4596 0.5199 3.6507 -1.5820 0.7713
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0041.png 1024 2 2.6906 -1.4596 0.5199 3.6507 -1.5820 0.7713
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0042.png 8 2 3.2658 -2.4188 0.8370 4.2341 -2.4970 1.0742
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0042.png 1024 2 3.2658 -2.4188 0.8370 4.2341 -2.4970 1.0742
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0043.png 8 2 0.7876 -2.6251 1.0477 1.7177 -2.9768 0.9415
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0043.png 1024 2 0.7876 -2.6251 1.0477 1.7177 -2.9768 0.9415
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0044.png 8 2 0.9968 -2.9266 0.9068 1.9374 -2.6767 0.6770
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0044.png 1024 2 0.9968 -2.9266 0.9068 1.9374 -2.6767 0.6770
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0045.png 8 2 1.6648 -1.7970 1.1552 2.5740 -2.1380 1.3941
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0045.png 1024 2 1.6648 -1.7970 1.1552 2.5740 -2.1380 1.3941
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0046.png 8 2 3.2036 -1.5867 0.9490 4.1773 -1.4060 0.8108
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0046.png 1024 2 3.2036 -1.5867 0.9490 4.1773 -1.4060 0.8108
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0047.png 8 2 3.3563 -1.9615 0.6700 4.3494 -1.8629 0.7324
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0047.png 1024 2 3.3563 -1.9615 0.6700 4.3494 -1.8629 0.7324
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0048.png 8 2 2.2184 -2.2968 0.8912 3.1059 -1.8624 0.7370
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0048.png 1024 2 2.2184 -2.2968 0.8912 3.1059 -1.8624 0.7370
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0049.png 8 2 3.2522 0.0151 0.7896 4.2306 0.1929 0.6851
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0049.png 1024 2 3.2522 0.0151 0.7896 4.2306 0.1929 0.6851
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0050.png 8 2 3.1342 -2.5613 0.5310 4.0995 -2.6035 0.7891
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0050.png 1024 2 3.1342 -2.5613 0.5310 4.0995 -2.6035 0.7891
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0051.png 8 2 5.3560 -0.6646 0.6435 6.3011 -0.9018 0.8684
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0051.png 1024 2 5.3560 -0.6646 0.6435 6.3011 -0.9018 0.8684
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0052.png 8 2 4.7234 -3.2857 0.7686 5.6455 -3.6311 0.9425
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0052.png 1024 2 4.7234 -3.2857 0.7686 5.6455 -3.6311 0.9425
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0053.png 8 2 1.7817 -2.9062 1.2628 2.7361 -2.7510 1.0079
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0053.png 1024 2 1.7817 -2.9062 1.2628 2.7361 -2.7510 1.0079
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0054.png 8 2 2.5013 0.1743 1.0037 3.3811 0.6099 0.8134
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0054.png 1024 2 2.5013 0.1743 1.0037 3.3811 0.6099 0.8134
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0055.png 8 2 3.3507 -1.5911 0.9156 4.3210 -1.8269 0.9704
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0055.png 1024 2 3.3507 -1.5911 0.9156 4.3210 -1.8269 0.9704
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0056.png 8 2 3.6407 -0.0526 0.9804 4.6103 -0.2972 0.9744
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0056.png 1024 2 3.6407 -0.0526 0.9804 4.6103 -0.2972 0.9744
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0057.png 8 2 4.4101 -3.6340 0.5468 5.4001 -3.7134 0.4302
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0057.png 1024 2 4.4101 -3.6340 0.5468 5.4001 -3.7134 0.4302
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0058.png 8 2 3.1262 -1.7797 0.9827 4.0875 -2.0244 1.1087
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0058.png 1024 2 3.1262 -1.7797 0.9827 4.0875 -2.0244 1.1087
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0059.png 8 2 1.8857 -1.1656 0.4807 2.7703 -1.5872 0.6800
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0059.png 1024 2 1.8857 -1.1656 0.4807 2.7703 -1.5872 0.6800
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0060.png 8 2 0.9572 -2.4094 1.1407 1.9366 -2.3246 0.9575
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0060.png 1024 2 0.9572 -2.4094 1.1407 1.9366 -2.3246 0.9575
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0061.png 8 2 3.0109 -1.4734 1.1922 3.9463 -1.1736 1.3799
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0061.png 1024 2 3.0109 -1.4734 1.1922 3.9463 -1.1736 1.3799
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0062.png 8 2 3.6828 0.4061 0.6726 4.5877 0.0064 0.8188
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0062.png 1024 2 3.6828 0.4061 0.6726 4.5877 0.0064 0.8188
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0063.png 8 2 1.2862 -0.5444 0.9695 2.1979 -0.8893 1.1927
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0063.png 1024 2 1.2862 -0.5444 0.9695 2.1979 -0.8893 1.1927
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0064.png 8 2 5.2624 -2.0928 1.1216 6.1553 -1.7159 0.8754
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0064.png 1024 2 5.2624 -2.0928 1.1216 6.1553 -1.7159 0.8754
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0065.png 8 2 2.2158 -0.1696 1.2176 3.1489 0.1360 1.4071
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0065.png 1024 2 2.2158 -0.1696 1.2176 3.1489 0.1360 1.4071
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0066.png 8 2 2.9114 0.2447 1.1029 3.8110 -0.1467 1.2965
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0066.png 1024 2 2.9114 0.2447 1.1029 3.8110 -0.1467 1.2965
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0067.png 8 2 3.4949 0.3435 1.1263 4.4888 0.3021 1.0244
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0067.png 1024 2 3.4949 0.3435 1.1263 4.4888 0.3021 1.0244
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0068.png 8 2 3.4040 0.1978 0.4919 4.3489 -0.1168 0.4021
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0068.png 1024 2 3.4040 0.1978 0.4919 4.3489 -0.1168 0.4021
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0069.png 8 2 5.2393 -2.2172 0.6963 6.2269 -2.0698 0.6438
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0069.png 1024 2 5.2393 -2.2172 0.6963 6.2269 -2.0698 0.6438
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0070.png 8 2 0.7353 -2.3242 1.2244 1.6275 -2.7044 1.4682
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0070.png 1024 2 0.7353 -2.3242 1.2244 1.6275 -2.7044 1.4682
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0071.png 8 2 3.5591 -1.8750 0.6854 4.4756 -2.2735 0.6511
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0071.png 1024 2 3.5591 -1.8750 0.6854 4.4756 -2.2735 0.6511
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0072.png 8 2 2.4155 -0.0934 0.9580 3.4137 -0.0814 0.8979
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0072.png 1024 2 2.4155 -0.0934 0.9580 3.4137 -0.0814 0.8979
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0073.png 8 2 3.0822 -0.3300 1.0400 3.9277 -0.8162 1.2610
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0073.png 1024 2 3.0822 -0.3300 1.0400 3.9277 -0.8162 1.2610
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0074.png 8 2 2.8680 -3.0923 1.0666 3.8496 -2.9150 0.9955
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0074.png 1024 2 2.8680 -3.0923 1.0666 3.8496 -2.9150 0.9955
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0075.png 8 2 3.0352 -1.9210 0.7372 4.0000 -2.1115 0.9184
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0075.png 1024 2 3.0352 -1.9210 0.7372 4.0000 -2.1115 0.9184
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0076.png 8 2 2.5655 -0.0607 0.7204 3.5596 -0.1564 0.6693
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0076.png 1024 2 2.5655 -0.0607 0.7204 3.5596 -0.1564 0.6693
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0077.png 8 2 3.6401 -1.2408 0.8094 4.5317 -0.7977 0.9021
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0077.png 1024 2 3.6401 -1.2408 0.8094 4.5317 -0.7977 0.9021
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0078.png 8 2 1.4368 -3.2689 0.7138 2.4016 -3.2205 0.4551
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0078.png 1024 2 1.4368 -3.2689 0.7138 2.4016 -3.2205 0.4551
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0079.png 8 2 2.4762 -1.4650 0.9370 3.4629 -1.3037 0.9187
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0079.png 1024 2 2.4762 -1.4650 0.9370 3.4629 -1.3037 0.9187
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0080.png 8 2 3.3749 -0.6941 0.8515 4.2770 -0.2911 1.0059
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0080.png 1024 2 3.3749 -0.6941 0.8515 4.2770 -0.2911 1.0059
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0081.png 8 2 3.4904 -1.5554 0.8854 4.4770 -1.4172 0.7992
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0081.png 1024 2 3.4904 -1.5554 0.8854 4.4770 -1.4172 0.7992
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0082.png 8 2 3.1396 -3.8169 1.0112 4.0865 -4.0977 0.8543
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0082.png 1024 2 3.1396 -3.8169 1.0112 4.0865 -4.0977 0.8543
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0083.png 8 2 3.1270 -1.7098 0.8531 4.0374 -1.3607 0.6313
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0083.png 1024 2 3.1270 -1.7098 0.8531 4.0374 -1.3607 0.6313
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0084.png 8 2 2.4146 -2.5251 0.6285 3.3935 -2.3209 0.6256
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0084.png 1024 2 2.4146 -2.5251 0.6285 3.3935 -2.3209 0.6256
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0085.png 8 2 2.7855 -2.2776 0.4774 3.7415 -2.0204 0.6184
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0085.png 1024 2 2.7855 -2.2776 0.4774 3.7415 -2.0204 0.6184
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/noisy/0086.png 8 2 2.8874 -1.6501 0.6137 3.7746 -1.1887 0.6231
C:/p4/Personal/Tools/LuminaGI-CudaRef/ml/data_v3/clean/0086.png 1024 2 2.8874 -1.6501 0.6137 3.7746 -1.1887 0.6231
